"","SITE","Country","Location","Lat_deg","Lat_min","Lat_ns","Long_deg","Long_min","Long_ew","Year","Yearn","Nh","Plot","G1","G2","L1","L2","E","Dens","G1_yn","G2_yn","L1_yn","L2_yn","Weed_yn","Annual_yield","Mixture_type","Sowing_method","Sep_method","Carbonates","Ec","Silt","Silt_fine","Clay","Sand","Om","Soil_type","Humidity","CA","K","N-NO3","Mg","Na","P","PH","Precip_s","Air_mean_a","Air_min_a","Air_max_a","Cp_la","Ndf_ca","Adf_ca","Ivtd_ca","Ivcwd_ca","Cp_ca","Ndf_ka","Adf_ka","Cp_ka"
"2139",26,"Poland_a","Brody",52,26,"N",16,18,"E",2004,1,4,27,1,0,0,0,0,"Low",8.992041599,0,0,0,0.687856258,9.679897857,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,584.7,9.118852459,-13.24,30.46,13.2451233,NA,NA,NA,NA,NA,49.97857176,24.93724864,13.4497596
"2140",26,"Poland_a","Brody",52,26,"N",16,18,"E",2004,1,4,28,0,1,0,0,0,"Low",0,5.263821862,0,0,2.029535281,7.293357143,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,584.7,9.118852459,-13.24,30.46,15.91609047,NA,NA,NA,NA,NA,55.26648801,27.70204652,15.20358178
"2141",26,"Poland_a","Brody",52,26,"N",16,18,"E",2004,1,4,29,0,0,1,0,0,"Low",0,0,3.565023498,0,2.357213104,5.922236604,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,584.7,9.118852459,-13.24,30.46,22.91309993,NA,NA,NA,NA,NA,45.72413253,25.07707993,21.55320557
"2142",26,"Poland_a","Brody",52,26,"N",16,18,"E",2004,1,4,30,0,0,0,1,0,"Low",0,0,0,2.223472348,2.110850669,4.334323016,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,584.7,9.118852459,-13.24,30.46,24.89668718,NA,NA,NA,NA,NA,41.81315736,23.17723622,23.86057993
"2143",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,1,0.7,0.1,0.1,0.1,0.64,"High",5.42487619,2.855261905,0.052714286,0.063814285,0,8.396666667,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,13.00741862,NA,NA,NA,NA,NA,52.4385408,27.83665457,13.07130806
"2144",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,2,0.1,0.7,0.1,0.1,0.64,"High",3.386731905,8.289886666,0.088591428,0.060028095,0,11.82523809,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.51128287,NA,NA,NA,NA,NA,57.93728748,30.35402932,11.60995953
"2145",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,3,0.1,0.1,0.7,0.1,0.64,"High",5.525038096,4.954425714,1.985855238,0.208490477,0,12.67380952,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,13.02172412,NA,NA,NA,NA,NA,54.89343603,29.8865185,13.14967124
"2146",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,4,0.1,0.1,0.1,0.7,0.64,"High",5.026057143,4.326061905,0.179985714,0.656942857,0,10.18904762,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,10.83056036,NA,NA,NA,NA,NA,53.04428705,28.01542366,10.63698474
"2147",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,5,0.25,0.25,0.25,0.25,1,"High",6.041355238,4.925528572,0.791887619,0.26027619,0,12.01904762,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,12.02553734,NA,NA,NA,NA,NA,53.28222345,27.89560182,12.29223207
"2148",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,6,0.4,0.4,0.1,0.1,0.88,"High",5.829047619,4.7675,0.2779,0.1466,0.018,11.03904762,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.3453218,NA,NA,NA,NA,NA,53.02547149,28.0988284,11.17268247
"2149",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,7,0.4,0.1,0.4,0.1,0.88,"High",5.450714286,2.594409524,1.334876191,0.278285714,0.116,9.774285714,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,12.59949576,NA,NA,NA,NA,NA,49.59489038,26.54947871,12.49056684
"2150",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,8,0.4,0.1,0.1,0.4,0.88,"High",5.927419048,2.722690476,0.059752381,0.197280953,0,8.907142858,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.0150294,NA,NA,NA,NA,NA,51.13400267,26.44289014,11.26676691
"2151",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,9,0.1,0.4,0.4,0.1,0.88,"High",2.588655238,6.354405715,1.021191428,0.193842857,0,10.15809524,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.61739992,NA,NA,NA,NA,NA,54.1885435,29.21971123,11.46278478
"2152",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,10,0.1,0.4,0.1,0.4,0.88,"High",3.032704762,7.472209524,0.225285714,0.425990476,0,11.15619048,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.58464764,NA,NA,NA,NA,NA,55.80165955,29.45547123,11.58783827
"2153",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,11,0.1,0.1,0.4,0.4,0.88,"High",4.453923809,4.427690476,0.542252381,0.415657143,0,9.839523809,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.58380922,NA,NA,NA,NA,NA,51.87174612,27.63576635,11.17875551
"2154",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,12,1,0,0,0,0,"High",8.183833333,0,0,0,0.161404762,8.345238095,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.5778281,NA,NA,NA,NA,NA,49.97419572,25.66201769,11.89464337
"2155",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,13,0,1,0,0,0,"High",0,13.57142857,0,0,0,13.57142857,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.76786623,NA,NA,NA,NA,NA,58.46667825,31.8081807,11.5953443
"2156",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,14,0,0,1,0,0,"High",0,0,3.311161905,0,3.281219047,6.592380952,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,12.08841375,NA,NA,NA,NA,NA,57.61843687,31.18356255,11.9989165
"2157",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,15,0,0,0,1,0,"High",0,0,0,2.141452382,3.734738095,5.876190475,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,18.23369125,NA,NA,NA,NA,NA,55.24790924,29.91126256,18.08901945
"2158",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,16,0.7,0.1,0.1,0.1,0.64,"Low",6.201609523,2.628661905,0.105137142,0.086972381,0,9.022380952,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,10.91487769,NA,NA,NA,NA,NA,51.46249644,26.91453792,10.74904998
"2159",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,17,0.1,0.7,0.1,0.1,0.64,"Low",2.59027619,7.697885714,0.124333333,0.099885714,0,10.51238095,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.42828184,NA,NA,NA,NA,NA,56.1440886,29.48591593,11.30595443
"2160",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,18,0.1,0.1,0.7,0.1,0.64,"Low",2.669300477,6.800083333,0.360011428,0.088223809,0,9.917619047,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.62447184,NA,NA,NA,NA,NA,58.00114659,30.39434772,11.48046706
"2161",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,19,0.1,0.1,0.1,0.7,0.64,"Low",5.590540477,3.355841428,0.456332381,0.499285715,0.010619048,9.912619047,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,12.02183064,NA,NA,NA,NA,NA,55.29544256,29.0324949,12.37811051
"2162",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,20,0.25,0.25,0.25,0.25,1,"Low",4.712009048,4.637287142,0.242208571,0.2004,0,9.791904762,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.74777513,NA,NA,NA,NA,NA,54.77889705,28.52216311,11.65242487
"2163",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,21,0.4,0.4,0.1,0.1,0.88,"Low",3.990388096,5.755645238,0.143807143,0.117064285,0,10.00690476,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,13.38515222,NA,NA,NA,NA,NA,56.58862309,29.43737062,13.5812787
"2164",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,22,0.4,0.1,0.4,0.1,0.88,"Low",6.916928571,3.477842858,0.466828572,0.139828572,0,11.00142857,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,12.3003993,NA,NA,NA,NA,NA,53.41142449,27.8201805,12.47114823
"2165",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,23,0.4,0.1,0.1,0.4,0.88,"Low",4.232176191,5.174566667,0.091680952,0.304195238,0,9.802619048,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,16.36564876,NA,NA,NA,NA,NA,56.00668577,28.83994316,16.38882648
"2166",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,24,0.1,0.4,0.4,0.1,0.88,"Low",3.123061905,7.996185714,1.070304762,0.133171429,0.184419048,12.50714286,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,13.94784171,NA,NA,NA,NA,NA,54.53176661,29.08453265,13.94946221
"2167",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,25,0.1,0.4,0.1,0.4,0.88,"Low",5.726863333,4.950042381,0.434186667,0.577955238,0,11.68904762,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.2501324,NA,NA,NA,NA,NA,53.88949322,29.35258524,11.22615544
"2168",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,26,0.1,0.1,0.4,0.4,0.88,"Low",5.586582858,4.743040953,0.167214286,0.38792381,0,10.88476191,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.10861624,NA,NA,NA,NA,NA,54.21373392,28.79845437,11.11611361
"2169",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,27,1,0,0,0,0,"Low",8.745447619,0,0,0,0.081219048,8.826666667,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,16.10505907,NA,NA,NA,NA,NA,54.2553183,27.96067652,16.54922178
"2170",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,28,0,1,0,0,0,"Low",0,10.89282619,0,0,0.006697619,10.89952381,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,11.27034274,NA,NA,NA,NA,NA,58.17512342,30.67538905,10.99130041
"2171",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,29,0,0,1,0,0,"Low",0,0,2.193957143,0,3.734614286,5.928571429,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,18.88544177,NA,NA,NA,NA,NA,50.54263454,28.06713655,18.24598394
"2172",26,"Poland_a","Brody",52,26,"N",16,18,"E",2005,2,4,30,0,0,0,1,0,"Low",0,0,0,3.364442858,2.65032381,6.014761906,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,665.3,8.882465753,-10.6,30.64,22.59368815,NA,NA,NA,NA,NA,48.25919167,27.59847439,22.30191097
"2173",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,1,0.7,0.1,0.1,0.1,0.64,"High",1.447982857,5.326422857,0,0,0.005657778,6.780063493,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.90097133,NA,NA,NA,NA,NA,57.61775251,29.63771065,14.78608385
"2174",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,2,0.1,0.7,0.1,0.1,0.64,"High",0,6.082344127,0,0,0,6.082344127,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,14.27900128,NA,NA,NA,NA,NA,57.44873737,29.51342673,14.97618321
"2175",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,3,0.1,0.1,0.7,0.1,0.64,"High",1.168570495,5.152522203,0,0,0,6.321092698,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,13.84097104,NA,NA,NA,NA,NA,55.66497099,28.66815975,14.50156649
"2176",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,4,0.1,0.1,0.1,0.7,0.64,"High",1.032228689,4.811155755,0,0,0.176,6.019384444,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.67339028,NA,NA,NA,NA,NA,57.47786488,29.7083909,16.66411952
"2177",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,5,0.25,0.25,0.25,0.25,1,"High",0.634417181,4.773165987,0,0,0.162560006,5.570143174,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.55243822,NA,NA,NA,NA,NA,57.61489691,29.13854026,15.62206477
"2178",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,6,0.4,0.4,0.1,0.1,0.88,"High",1.247721524,4.074413238,0,0,0.02817,5.350304762,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,17.28518068,NA,NA,NA,NA,NA,55.6976754,28.49260589,15.52063857
"2179",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,7,0.4,0.1,0.4,0.1,0.88,"High",1.727852857,3.978019857,0,0,0.029463,5.735335714,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,14.01179257,NA,NA,NA,NA,NA,55.50105877,28.21152811,14.54786205
"2180",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,8,0.4,0.1,0.1,0.4,0.88,"High",2.952996467,3.852657496,0,0,0.214124133,7.019778096,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.29602244,NA,NA,NA,NA,NA,56.25228815,28.54579156,16.81131316
"2181",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,9,0.1,0.4,0.4,0.1,0.88,"High",0.304860342,5.741103504,0,0,0.185986629,6.231950476,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.89651016,NA,NA,NA,NA,NA,55.68527848,28.58230753,15.93485854
"2182",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,10,0.1,0.4,0.1,0.4,0.88,"High",0.36385466,4.822041848,0,0,0.057333333,5.243229842,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.34452122,NA,NA,NA,NA,NA,59.48160939,31.03567896,16.4691768
"2183",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,11,0.1,0.1,0.4,0.4,0.88,"High",1.163970546,4.45477706,0,0,0.106661283,5.725408889,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.93164264,NA,NA,NA,NA,NA,60.31868106,32.16261678,15.95146106
"2184",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,12,1,0,0,0,0,"High",4.22052619,0,0,0,0,4.22052619,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,17.34902776,NA,NA,NA,NA,NA,50.19515288,25.30969625,16.02142795
"2185",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,13,0,1,0,0,0,"High",0,7.638175873,0,0,0,7.638175873,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.79768193,NA,NA,NA,NA,NA,56.80108697,29.08872791,15.58165746
"2186",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,14,0,0,1,0,0,"High",0,0,0,0,5.200477778,5.200477778,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,14.2496187,NA,NA,NA,NA,NA,55.83222007,31.17810731,15.44237734
"2187",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,15,0,0,0,1,0,"High",0,0,0,0,6.695876984,6.695876984,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.68322109,NA,NA,NA,NA,NA,60.0143288,31.7130238,15.27380804
"2188",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,16,0.7,0.1,0.1,0.1,0.64,"Low",1.329915956,5.103210755,0,0,0.0934644,6.526591111,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.69442309,NA,NA,NA,NA,NA,56.26675034,29.06905228,17.52614577
"2189",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,17,0.1,0.7,0.1,0.1,0.64,"Low",0.04715,5.908056667,0,0,0,5.955206667,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.4142895,NA,NA,NA,NA,NA,56.88278639,29.13603473,15.91074547
"2190",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,18,0.1,0.1,0.7,0.1,0.64,"Low",0.473770318,6.665464921,0,0,0.201213175,7.340448413,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,15.46835832,NA,NA,NA,NA,NA,57.0322826,30.17584895,15.2833809
"2191",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,19,0.1,0.1,0.1,0.7,0.64,"Low",0.40151619,6.267389904,0,0,0.185227238,6.854133333,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,14.51795024,NA,NA,NA,NA,NA,57.59751891,30.31111374,15.14670484
"2192",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,20,0.25,0.25,0.25,0.25,1,"Low",0.057038095,7.246238095,0,0,0,7.30327619,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.64508573,NA,NA,NA,NA,NA,58.70337876,30.55205369,16.31831083
"2193",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,21,0.4,0.4,0.1,0.1,0.88,"Low",0.018666667,5.525637302,0,0,0.037333333,5.581637302,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.94197606,NA,NA,NA,NA,NA,59.55664641,31.2527654,16.82467585
"2194",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,22,0.4,0.1,0.4,0.1,0.88,"Low",2.225598496,3.708098523,0,0,0.272839171,6.206536191,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.59274599,NA,NA,NA,NA,NA,56.0348002,28.75440637,16.88060031
"2195",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,23,0.4,0.1,0.1,0.4,0.88,"Low",2.440621543,4.313947391,0,0,0.316636781,7.071205715,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.08933822,NA,NA,NA,NA,NA,58.68730226,30.84285938,15.88004415
"2196",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,24,0.1,0.4,0.4,0.1,0.88,"Low",0.256416667,6.838466667,0,0,0.14595,7.240833333,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,14.27829008,NA,NA,NA,NA,NA,55.36802739,28.0356865,14.65879992
"2197",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,25,0.1,0.4,0.1,0.4,0.88,"Low",0.441997207,5.93724574,0,0,0.133415467,6.512658413,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,14.6346802,NA,NA,NA,NA,NA,57.80256447,29.72531983,14.90339345
"2198",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,26,0.1,0.1,0.4,0.4,0.88,"Low",0.53426379,6.426375904,0,0,0.207090146,7.167729841,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,17.57445176,NA,NA,NA,NA,NA,59.48302722,31.26025986,17.29050987
"2199",26,"Poland_a","Brody",52,26,"N",16,18,"E",2006,3,3,27,1,0,0,0,0,"Low",5.391833334,0,0,0,0,5.391833334,"ME","Hand Sown","Fixed Quadrat A",0,0.11,8.8,9.5,7.9,73.8,1.6,"Sandy loam",0.17,654,109,1,53,42,49,6.3,549.4,9.633150685,-18.62,33.94,16.1142797,NA,NA,NA,NA,NA,51.59179036,25.83022349,16.66848204
