"","site","country","year","yearn","nh","harvest","harvest_dt","plot","treat","rep","g1","g2","l1","l2","e","dens","local_n","Kiel","Canada","Kiel_sep","N_l","N_K","ash_K","NDF_K","ADF_K","CDOMD_K","ME_K","N_C","NDF_C","ADF_C","IVTD_C","IVCWD_C","N_g1_K","ash_g1_K","NDF_g1_K","ADF_g1_K","CDOMD_g1_K","ME_g1_K","N_g2_K","ash_g2_K","NDF_g2_K","ADF_g2_K","CDOMD_g2_K","ME_g2_K","N_l1_K","ash_l1_K","NDF_l1_K","ADF_l1_K","CDOMD_l1_K","ME_l1_K","N_l2_K","ash_l2_K","NDF_l2_K","ADF_l2_K","CDOMD_l2_K","ME_l2_K","N_weed_K","ash_weed_K","NDF_weed_K","ADF_weed_K","CDOMD_weed_K","ME_weed_K"
"5333",34,"Switzerland",2004,2,5,4,NA,13,1,1,0,1,0,0,0,"High",1,0,0,0,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5334",34,"Switzerland",2004,2,5,4,NA,14,1,1,0,0,1,0,0,"High",1,0,0,0,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5335",34,"Switzerland",2004,2,5,4,NA,15,1,1,0,0,0,1,0,"High",1,0,0,0,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5336",34,"Switzerland",2004,2,5,4,NA,16,1,1,0.7,0.1,0.1,0.1,0.64,"Low",1,0,0,0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5337",34,"Switzerland",2004,2,5,4,NA,17,1,1,0.1,0.7,0.1,0.1,0.64,"Low",1,0,0,0,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5338",34,"Switzerland",2004,2,5,4,NA,18,1,1,0.1,0.1,0.7,0.1,0.64,"Low",1,0,0,0,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5339",34,"Switzerland",2004,2,5,4,NA,19,1,1,0.1,0.1,0.1,0.7,0.64,"Low",1,0,0,0,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5340",34,"Switzerland",2004,2,5,4,NA,20,1,1,0.25,0.25,0.25,0.25,1,"Low",1,0,0,0,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5341",34,"Switzerland",2004,2,5,4,NA,21,1,1,0.4,0.4,0.1,0.1,0.88,"Low",1,0,0,0,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5342",34,"Switzerland",2004,2,5,4,NA,22,1,1,0.4,0.1,0.4,0.1,0.88,"Low",1,0,0,0,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5343",34,"Switzerland",2004,2,5,4,NA,23,1,1,0.4,0.1,0.1,0.4,0.88,"Low",1,0,0,0,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5344",34,"Switzerland",2004,2,5,4,NA,24,1,1,0.1,0.4,0.4,0.1,0.88,"Low",1,0,0,0,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5345",34,"Switzerland",2004,2,5,4,NA,25,1,1,0.1,0.4,0.1,0.4,0.88,"Low",1,0,0,0,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5346",34,"Switzerland",2004,2,5,4,NA,26,1,1,0.1,0.1,0.4,0.4,0.88,"Low",1,0,0,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5347",34,"Switzerland",2004,2,5,4,NA,27,1,1,1,0,0,0,0,"Low",1,0,0,0,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5348",34,"Switzerland",2004,2,5,4,NA,28,1,1,0,1,0,0,0,"Low",1,0,0,0,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5349",34,"Switzerland",2004,2,5,4,NA,29,1,1,0,0,1,0,0,"Low",1,0,0,0,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5350",34,"Switzerland",2004,2,5,4,NA,30,1,1,0,0,0,1,0,"Low",1,0,0,0,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5351",34,"Switzerland",2004,2,5,4,NA,31,2,1,0.7,0.1,0.1,0.1,0.64,"High",1,0,0,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5352",34,"Switzerland",2004,2,5,4,NA,32,2,1,0.1,0.7,0.1,0.1,0.64,"High",1,0,0,0,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5353",34,"Switzerland",2004,2,5,4,NA,33,2,1,0.1,0.1,0.7,0.1,0.64,"High",1,0,0,0,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5354",34,"Switzerland",2004,2,5,4,NA,34,2,1,0.1,0.1,0.1,0.7,0.64,"High",1,0,0,0,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5355",34,"Switzerland",2004,2,5,4,NA,35,2,1,0.25,0.25,0.25,0.25,1,"High",1,0,0,0,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5356",34,"Switzerland",2004,2,5,4,NA,36,2,1,1,0,0,0,0,"High",1,0,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5357",34,"Switzerland",2004,2,5,4,NA,37,2,1,0,1,0,0,0,"High",1,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5358",34,"Switzerland",2004,2,5,4,NA,38,2,1,0,0,1,0,0,"High",1,0,0,0,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5359",34,"Switzerland",2004,2,5,4,NA,39,2,1,0,0,0,1,0,"High",1,0,0,0,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5360",34,"Switzerland",2004,2,5,4,NA,40,2,1,0.7,0.1,0.1,0.1,0.64,"Low",1,0,0,0,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5361",34,"Switzerland",2004,2,5,4,NA,41,2,1,0.1,0.7,0.1,0.1,0.64,"Low",1,0,0,0,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5362",34,"Switzerland",2004,2,5,4,NA,42,2,1,0.1,0.1,0.7,0.1,0.64,"Low",1,0,0,0,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5363",34,"Switzerland",2004,2,5,4,NA,43,2,1,0.1,0.1,0.1,0.7,0.64,"Low",1,0,0,0,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5364",34,"Switzerland",2004,2,5,4,NA,44,2,1,0.25,0.25,0.25,0.25,1,"Low",1,0,0,0,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5365",34,"Switzerland",2004,2,5,4,NA,45,2,1,1,0,0,0,0,"Low",1,0,0,0,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5366",34,"Switzerland",2004,2,5,4,NA,46,2,1,0,1,0,0,0,"Low",1,0,0,0,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5367",34,"Switzerland",2004,2,5,4,NA,47,2,1,0,0,1,0,0,"Low",1,0,0,0,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5368",34,"Switzerland",2004,2,5,4,NA,48,2,1,0,0,0,1,0,"Low",1,0,0,0,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5369",34,"Switzerland",2004,2,5,4,NA,49,3,1,0.7,0.1,0.1,0.1,0.64,"High",1,0,0,0,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370",34,"Switzerland",2004,2,5,4,NA,50,3,1,0.1,0.7,0.1,0.1,0.64,"High",1,0,0,0,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5371",34,"Switzerland",2004,2,5,4,NA,51,3,1,0.1,0.1,0.7,0.1,0.64,"High",1,0,0,0,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5372",34,"Switzerland",2004,2,5,4,NA,52,3,1,0.1,0.1,0.1,0.7,0.64,"High",1,0,0,0,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5373",34,"Switzerland",2004,2,5,4,NA,53,3,1,0.25,0.25,0.25,0.25,1,"High",1,0,0,0,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5374",34,"Switzerland",2004,2,5,4,NA,54,3,1,1,0,0,0,0,"High",1,0,0,0,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5375",34,"Switzerland",2004,2,5,4,NA,55,3,1,0,1,0,0,0,"High",1,0,0,0,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5376",34,"Switzerland",2004,2,5,4,NA,56,3,1,0,0,1,0,0,"High",1,0,0,0,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5377",34,"Switzerland",2004,2,5,4,NA,57,3,1,0,0,0,1,0,"High",1,0,0,0,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5378",34,"Switzerland",2004,2,5,4,NA,58,3,1,0.7,0.1,0.1,0.1,0.64,"Low",1,0,0,0,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5379",34,"Switzerland",2004,2,5,4,NA,59,3,1,0.1,0.7,0.1,0.1,0.64,"Low",1,0,0,0,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5380",34,"Switzerland",2004,2,5,4,NA,60,3,1,0.1,0.1,0.7,0.1,0.64,"Low",1,0,0,0,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5381",34,"Switzerland",2004,2,5,4,NA,61,3,1,0.1,0.1,0.1,0.7,0.64,"Low",1,0,0,0,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5382",34,"Switzerland",2004,2,5,4,NA,62,3,1,0.25,0.25,0.25,0.25,1,"Low",1,0,0,0,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5383",34,"Switzerland",2004,2,5,4,NA,63,3,1,1,0,0,0,0,"Low",1,0,0,0,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5384",34,"Switzerland",2004,2,5,4,NA,64,3,1,0,1,0,0,0,"Low",1,0,0,0,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5385",34,"Switzerland",2004,2,5,4,NA,65,3,1,0,0,1,0,0,"Low",1,0,0,0,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5386",34,"Switzerland",2004,2,5,4,NA,66,3,1,0,0,0,1,0,"Low",1,0,0,0,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5387",34,"Switzerland",2004,2,5,5,2004-10-22,1,1,1,0.7,0.1,0.1,0.1,0.64,"High",1,1,0,1,4.13,4.18,9.34,55.13,25.05,76.4,11.76,NA,NA,NA,NA,NA,3.97,12.31,55.48,24.28,74.34,11.19,4.14,12.45,54.43,25.92,71.73,11.13,4.98,10.75,44.57,20.11,71.96,10.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5388",34,"Switzerland",2004,2,5,5,2004-10-22,2,1,1,0.1,0.7,0.1,0.1,0.64,"High",1,1,0,1,3.57,3.84,9.22,55.97,25.32,74.87,11.65,NA,NA,NA,NA,NA,3.64,12.75,54.28,24.37,74.26,10.95,3.52,12.62,56.36,27.95,69.34,10.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5389",34,"Switzerland",2004,2,5,5,2004-10-22,3,1,1,0.1,0.1,0.7,0.1,0.64,"High",1,1,0,1,3.61,3.75,9.78,55.47,25.54,76,11.83,NA,NA,NA,NA,NA,3.73,11.79,51.41,22.7,76.91,11.62,3.78,11.89,55.26,25.91,70.97,11.12,4.57,10.25,45.86,24.7,68.69,10.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5390",34,"Switzerland",2004,2,5,5,2004-10-22,4,1,1,0.1,0.1,0.1,0.7,0.64,"High",1,1,0,1,3.9,3.92,10.23,56.9,26.02,74.73,11.64,NA,NA,NA,NA,NA,3.73,12.04,54.77,25.24,74.67,11.24,3.64,12.17,57.84,28.73,69.15,10.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391",34,"Switzerland",2004,2,5,5,2004-10-22,5,1,1,0.25,0.25,0.25,0.25,1,"High",1,1,0,1,3.58,3.75,9.56,55.55,26.08,74.65,11.53,NA,NA,NA,NA,NA,3.76,12.03,53.9,23.45,77.26,11.46,3.88,11.18,54.32,25.54,72.46,11.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5392",34,"Switzerland",2004,2,5,5,2004-10-22,6,1,1,0.4,0.4,0.1,0.1,0.88,"High",1,0,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5393",34,"Switzerland",2004,2,5,5,2004-10-22,7,1,1,0.4,0.1,0.4,0.1,0.88,"High",1,0,0,0,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5394",34,"Switzerland",2004,2,5,5,2004-10-22,8,1,1,0.4,0.1,0.1,0.4,0.88,"High",1,0,0,0,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5395",34,"Switzerland",2004,2,5,5,2004-10-22,9,1,1,0.1,0.4,0.4,0.1,0.88,"High",1,0,0,0,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5396",34,"Switzerland",2004,2,5,5,2004-10-22,10,1,1,0.1,0.4,0.1,0.4,0.88,"High",1,0,0,0,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5397",34,"Switzerland",2004,2,5,5,2004-10-22,11,1,1,0.1,0.1,0.4,0.4,0.88,"High",1,0,0,0,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5398",34,"Switzerland",2004,2,5,5,2004-10-22,12,1,1,1,0,0,0,0,"High",1,1,0,1,2.98,3.35,9.44,50.57,22.78,77.76,11.9,NA,NA,NA,NA,NA,2.97,11.5,55.07,23.65,73.81,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5399",34,"Switzerland",2004,2,5,5,2004-10-22,13,1,1,0,1,0,0,0,"High",1,1,0,0,3.24,3.16,9.75,59.92,28.41,71.04,11.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,11.73,58.24,28.72,66.01,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5400",34,"Switzerland",2004,2,5,5,2004-10-22,14,1,1,0,0,1,0,0,"High",1,1,0,0,4.51,4.79,11.3,45.21,20.5,81.37,12.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,10.01,46.46,28.31,68.81,10.47,NA,NA,NA,NA,NA,NA,4.17,15.55,41.35,23.56,75.96,11.18
"5401",34,"Switzerland",2004,2,5,5,2004-10-22,15,1,1,0,0,0,1,0,"High",1,1,0,0,5.57,5.11,10.7,43.3,19.84,80.4,12.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38,10.9,41.33,22.88,76.32,11.42,NA,NA,NA,NA,NA,NA
"5402",34,"Switzerland",2004,2,5,5,2004-10-22,16,1,1,0.7,0.1,0.1,0.1,0.64,"Low",1,0,0,0,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5403",34,"Switzerland",2004,2,5,5,2004-10-22,17,1,1,0.1,0.7,0.1,0.1,0.64,"Low",1,0,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5404",34,"Switzerland",2004,2,5,5,2004-10-22,18,1,1,0.1,0.1,0.7,0.1,0.64,"Low",1,0,0,0,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
