"","site","country","year","yearn","nh","plot","rep","g1","g2","l1","l2","e","dens","an_g1","an_g2","an_l1","an_l2","an_weed","an_yield"
"507",11,"Germany_b",2006,2,4,3,1,0.1,0.1,0.7,0.1,0.64,"High",2.039856152,3.173214202,3.082017981,0.045476195,3.586481677,11.927046208
"508",11,"Germany_b",2006,2,4,4,1,0.1,0.1,0.1,0.7,0.64,"High",5.933417849,3.359890053,0.991694633,0.163143633,1.914131893,12.362278061
"509",11,"Germany_b",2006,2,4,5,1,0.25,0.25,0.25,0.25,1,"High",3.398048286,3.624476762,2.838208665,0.146078297,2.73859519,12.745407196
"510",11,"Germany_b",2006,2,4,6,1,0.4,0.4,0.1,0.1,0.88,"High",3.893228502,2.289195195,1.925195476,0.409656819,3.66583511,12.183111101
"511",11,"Germany_b",2006,2,4,7,1,0.4,0.1,0.4,0.1,0.88,"High",4.555864676,1.105736006,5.756500213,0.092534533,1.16126419,12.671899617
"512",11,"Germany_b",2006,2,4,8,1,0.4,0.1,0.1,0.4,0.88,"High",3.557485416,2.231189286,2.437783843,0.218273112,3.213763843,11.6584955
"513",11,"Germany_b",2006,2,4,9,1,0.1,0.4,0.4,0.1,0.88,"High",1.351773563,3.263203972,3.286183335,0.090691298,3.085282991,11.077135161
"514",11,"Germany_b",2006,2,4,10,1,0.1,0.4,0.1,0.4,0.88,"High",2.027840543,4.940960602,2.963113637,0.131864379,3.220452121,13.284231281
"515",11,"Germany_b",2006,2,4,11,1,0.1,0.1,0.4,0.4,0.88,"High",1.485797144,5.038939331,2.556886286,0.125707283,1.997675208,11.205005249
"516",11,"Germany_b",2006,2,4,12,1,1,0,0,0,0,"High",4.861574402,0,0,0,4.295025135,9.15659954
"517",11,"Germany_b",2006,2,4,13,1,0,1,0,0,0,"High",0,8.817158868,0,0,3.606617969,12.423776837
"518",11,"Germany_b",2006,2,4,14,1,0,0,1,0,0,"High",0,0,5.030612853,0,6.342310326,11.372923179
"519",11,"Germany_b",2006,2,4,15,1,0,0,0,1,0,"High",0,0,0,2.364313282,5.763164885,8.127478167
"520",11,"Germany_b",2006,2,4,16,1,0.7,0.1,0.1,0.1,0.64,"Low",5.804225047,1.12306749,1.072581241,0.207513984,2.145393046,10.352780809
"521",11,"Germany_b",2006,2,4,17,1,0.1,0.7,0.1,0.1,0.64,"Low",2.082780989,4.837041944,0.80505462,0.325261442,3.473148924,11.523287917
"522",11,"Germany_b",2006,2,4,18,1,0.1,0.1,0.7,0.1,0.64,"Low",1.853735746,2.544508741,4.001218862,0.222960129,2.703262924,11.325686401
"523",11,"Germany_b",2006,2,4,19,1,0.1,0.1,0.1,0.7,0.64,"Low",0.953764046,4.13652066,1.382637271,0.218082846,4.163708924,10.854713746
"524",11,"Germany_b",2006,2,4,20,1,0.25,0.25,0.25,0.25,1,"Low",2.475309469,4.523881799,2.642977061,0.173700034,1.777078838,11.592947201
"525",11,"Germany_b",2006,2,4,21,1,0.4,0.4,0.1,0.1,0.88,"Low",5.493998563,2.164457327,0.255884147,0.793540841,2.415137553,11.12301843
"526",11,"Germany_b",2006,2,4,22,1,0.4,0.1,0.4,0.1,0.88,"Low",3.865267997,1.392968845,3.86457523,0.186275291,2.605936741,11.915024105
"527",11,"Germany_b",2006,2,4,23,1,0.4,0.1,0.1,0.4,0.88,"Low",4.86183772,1.196033334,0.971832608,0.558797001,3.204202953,10.792703616
"528",11,"Germany_b",2006,2,4,24,1,0.1,0.4,0.4,0.1,0.88,"Low",2.04109642,4.166562802,4.233156306,0.208459419,2.964645286,13.613920233
"529",11,"Germany_b",2006,2,4,25,1,0.1,0.4,0.1,0.4,0.88,"Low",0.898492395,6.162470856,1.498063695,0.126887111,2.423605178,11.109519236
"530",11,"Germany_b",2006,2,4,26,1,0.1,0.1,0.4,0.4,0.88,"Low",0.962367485,3.458966723,2.747518543,0.339946966,3.841971902,11.350771618
"531",11,"Germany_b",2006,2,4,27,1,1,0,0,0,0,"Low",4.803697372,0,0,0,4.269708867,9.073406238
"532",11,"Germany_b",2006,2,4,28,1,0,1,0,0,0,"Low",0,7.939569983,0,0,3.284848325,11.224418308
"533",11,"Germany_b",2006,2,4,29,1,0,0,1,0,0,"Low",0,0,7.126997775,0,4.39965113,11.526648906
"534",11,"Germany_b",2006,2,4,30,1,0,0,0,1,0,"Low",0,0,0,4.206550307,6.183035923,10.38958623
"535",13,"Iceland_a",2003,1,2,1,1,0.7,0.1,0.1,0.1,0.64,"High",4.742273414,0.583602719,0.406827795,0.170256798,0.027039275,5.93
"536",13,"Iceland_a",2003,1,2,2,1,0.1,0.7,0.1,0.1,0.64,"High",1.692158055,2.96825228,0.566671733,0.162917933,0.12,5.51
"537",13,"Iceland_a",2003,1,2,3,1,0.1,0.1,0.7,0.1,0.64,"High",3.526631545,0.60905811,2.051966794,0.092238186,0.227605364,6.5075
"538",13,"Iceland_a",2003,1,2,4,1,0.1,0.1,0.1,0.7,0.64,"High",2.68,0.9575,0.2625,0.68,0.265,4.845
"539",13,"Iceland_a",2003,1,2,5,1,0.25,0.25,0.25,0.25,1,"High",3.385185422,1.841144501,0.917768542,0.267563939,0.148337596,6.56
"540",13,"Iceland_a",2003,1,2,6,1,0.4,0.4,0.1,0.1,0.88,"High",4.085605413,1.456096866,0.37789886,0.230990029,0.159408832,6.31
"541",13,"Iceland_a",2003,1,2,7,1,0.4,0.1,0.4,0.1,0.88,"High",3.794265464,0.802880155,1.986887887,0.108685567,0.397280928,7.09
"542",13,"Iceland_a",2003,1,2,8,1,0.4,0.1,0.1,0.4,0.88,"High",4.476101351,0.534054054,0.180939189,0.44897973,0.032425676,5.6725
"543",13,"Iceland_a",2003,1,2,9,1,0.1,0.4,0.4,0.1,0.88,"High",1.22440281,2.350989461,1.115204918,0.130386417,0.424016393,5.245
"544",13,"Iceland_a",2003,1,2,10,1,0.1,0.4,0.1,0.4,0.88,"High",2.455,0.9675,0.1325,0.32,0.145,4.02
"545",13,"Iceland_a",2003,1,2,11,1,0.1,0.1,0.4,0.4,0.88,"High",2.019852185,0.669376607,0.618239075,0.239119537,0.110912596,3.6575
"546",13,"Iceland_a",2003,1,2,12,1,1,0,0,0,0,"High",5.5225,0,0,0,0.11,5.6325
"547",13,"Iceland_a",2003,1,2,13,1,0,1,0,0,0,"High",0,1.6975,0,0,1.0275,2.725
"548",13,"Iceland_a",2003,1,2,14,1,0,0,1,0,0,"High",0,0,3.525,0,3.2875,6.8125
"549",13,"Iceland_a",2003,1,2,15,1,0,0,0,1,0,"High",0,0,0,0.762826633,2.947173367,3.71
"550",13,"Iceland_a",2003,1,2,16,1,0.7,0.1,0.1,0.1,0.64,"Low",5.047216981,0.902028302,0.524528302,0.299044811,0.314681604,7.0875
"551",13,"Iceland_a",2003,1,2,17,1,0.1,0.7,0.1,0.1,0.64,"Low",1.981380455,3.168002846,0.46341556,0.098562619,0.14363852,5.855
"552",13,"Iceland_a",2003,1,2,18,1,0.1,0.1,0.7,0.1,0.64,"Low",1.7625,1.055,1.1225,0.1,0.085,4.125
"553",13,"Iceland_a",2003,1,2,19,1,0.1,0.1,0.1,0.7,0.64,"Low",2.24,1.395,0.1975,0.6125,0.9625,5.4075
"554",13,"Iceland_a",2003,1,2,20,1,0.25,0.25,0.25,0.25,1,"Low",2.755192308,0.866794872,0.302884615,0.321025641,0.216602564,4.4625
"555",13,"Iceland_a",2003,1,2,21,1,0.4,0.4,0.1,0.1,0.88,"Low",3.339546332,0.933996139,0.197625483,0.248832046,0.155,4.875
"556",13,"Iceland_a",2003,1,2,22,1,0.4,0.1,0.4,0.1,0.88,"Low",3.047533557,0.474639262,0.564186242,0.04932047,0.23682047,4.3725
"557",13,"Iceland_a",2003,1,2,23,1,0.4,0.1,0.1,0.4,0.88,"Low",3.381332378,0.859355301,0.208510029,0.400802292,0.195,5.045
"558",13,"Iceland_a",2003,1,2,24,1,0.1,0.4,0.4,0.1,0.88,"Low",1.728226257,2.677081006,1.13928771,0.15599162,0.369413408,6.07
"559",13,"Iceland_a",2003,1,2,25,1,0.1,0.4,0.1,0.4,0.88,"Low",1.409301802,2.81482545,0.54285473,0.489442568,0.56107545,5.8175
"560",13,"Iceland_a",2003,1,2,26,1,0.1,0.1,0.4,0.4,0.88,"Low",2.335697791,0.880687751,0.776817269,0.498795181,0.140502008,4.6325
"561",13,"Iceland_a",2003,1,2,27,1,1,0,0,0,0,"Low",4.215,0,0,0,0.1125,4.3275
"562",13,"Iceland_a",2003,1,2,28,1,0,1,0,0,0,"Low",0,4.8,0,0,0.535,5.335
"563",13,"Iceland_a",2003,1,2,29,1,0,0,1,0,0,"Low",0,0,2.0275,0,1.3375,3.365
"564",13,"Iceland_a",2003,1,2,30,1,0,0,0,1,0,"Low",0,0,0,0.528250825,2.149249175,2.6775
"565",13,"Iceland_a",2003,1,3,31,1,0.7,0.1,0.1,0.1,0.64,"High",3.07992891,0.422760664,0.341113744,0.160770142,0.19042654,4.195
"566",13,"Iceland_a",2003,1,3,32,1,0.1,0.7,0.1,0.1,0.64,"High",1.11,1.735,0.18,0.1675,0.165,3.3575
"567",13,"Iceland_a",2003,1,3,33,1,0.1,0.1,0.7,0.1,0.64,"High",2.750438144,0.441159794,1.608685567,0.05814433,0.046572165,4.905
"568",13,"Iceland_a",2003,1,3,34,1,0.1,0.1,0.1,0.7,0.64,"High",1.9025,1.6675,0.2825,0.5875,0.6275,5.0675
"569",13,"Iceland_a",2003,1,3,35,1,0.25,0.25,0.25,0.25,1,"High",2.640725807,1.518427419,0.701599462,0.309247312,0.05,5.22
"570",13,"Iceland_a",2003,1,3,36,1,1,0,0,0,0,"High",3.3425,0,0,0,0.1825,3.525
"571",13,"Iceland_a",2003,1,3,37,1,0,1,0,0,0,"High",0,2.7175,0,0,1.0425,3.76
"572",13,"Iceland_a",2003,1,3,38,1,0,0,1,0,0,"High",0,0,0.985,0,2.0575,3.0425
"573",13,"Iceland_a",2003,1,3,39,1,0,0,0,1,0,"High",0,0,0,0.5275,2.74,3.2675
"574",13,"Iceland_a",2003,1,3,40,1,0.7,0.1,0.1,0.1,0.64,"Low",3.861666667,0.516393939,0.13569697,0.175030303,0.236212121,4.925
"575",13,"Iceland_a",2003,1,3,41,1,0.1,0.7,0.1,0.1,0.64,"Low",1.1425,1.5175,0.15,0.22,0.6725,3.7025
"576",13,"Iceland_a",2003,1,3,42,1,0.1,0.1,0.7,0.1,0.64,"Low",1.075,1.305,1.28,0.1125,1.1625,4.935
"577",13,"Iceland_a",2003,1,3,43,1,0.1,0.1,0.1,0.7,0.64,"Low",1.8225,1.1875,0.0375,0.485,0.4275,3.96
"578",13,"Iceland_a",2003,1,3,44,1,0.25,0.25,0.25,0.25,1,"Low",2.557568182,0.928159091,0.407477273,0.395522727,0.303772727,4.5925
"579",13,"Iceland_a",2003,1,3,45,1,1,0,0,0,0,"Low",3.83,0,0,0,0.0675,3.8975
"580",13,"Iceland_a",2003,1,3,46,1,0,1,0,0,0,"Low",0,2.6575,0,0,0.5675,3.225
"581",13,"Iceland_a",2003,1,3,47,1,0,0,1,0,0,"Low",0,0,0.6875,0,2.07,2.7575
"582",13,"Iceland_a",2003,1,3,48,1,0,0,0,1,0,"Low",0,0,0,0.64,2.855,3.495
"583",13,"Iceland_a",2004,2,2,1,1,0.7,0.1,0.1,0.1,0.64,"High",2.932238448,0.817040105,0.138700959,0.426865737,0.127654752,4.4425
"584",13,"Iceland_a",2004,2,2,2,1,0.1,0.7,0.1,0.1,0.64,"High",0.97355597,2.727537847,0.247939055,0.4706059,0.100361229,4.52
"585",13,"Iceland_a",2004,2,2,3,1,0.1,0.1,0.7,0.1,0.64,"High",1.922035714,1.279362585,0.382547279,0.228920748,0.277133674,4.09
"586",13,"Iceland_a",2004,2,2,4,1,0.1,0.1,0.1,0.7,0.64,"High",1.779902291,1.322789758,0.167426999,0.417978437,0.131902516,3.82
"587",13,"Iceland_a",2004,2,2,5,1,0.25,0.25,0.25,0.25,1,"High",1.858779565,1.819997596,0.332875092,0.332749787,0.190597961,4.535
"588",13,"Iceland_a",2004,2,2,6,1,0.4,0.4,0.1,0.1,0.88,"High",1.876478498,0.74662336,0.24332321,0.451831558,0.289243374,3.6075
"589",13,"Iceland_a",2004,2,2,7,1,0.4,0.1,0.4,0.1,0.88,"High",2.097345535,1.162200669,0.099770052,0.22123594,0.094447805,3.675
"590",13,"Iceland_a",2004,2,2,8,1,0.4,0.1,0.1,0.4,0.88,"High",2.913227269,0.923186441,0.145284456,0.485991909,0.072309927,4.54
"591",13,"Iceland_a",2004,2,2,9,1,0.1,0.4,0.4,0.1,0.88,"High",0.774070365,1.611119072,0.662066171,0.268602038,0.251642355,3.5675
"592",13,"Iceland_a",2004,2,2,10,1,0.1,0.4,0.1,0.4,0.88,"High",1.312921352,1.583726744,0.146072782,0.427255123,0.052524,3.5225
"593",13,"Iceland_a",2004,2,2,11,1,0.1,0.1,0.4,0.4,0.88,"High",1.603178897,0.978932422,0.292220149,0.490294362,0.352874171,3.7175
"594",13,"Iceland_a",2004,2,2,12,1,1,0,0,0,0,"High",3.6875,0,0,0,0.0775,3.765
"595",13,"Iceland_a",2004,2,2,13,1,0,1,0,0,0,"High",0,1.65,0,0,1.16,2.81
"596",13,"Iceland_a",2004,2,2,14,1,0,0,1,0,0,"High",0,0,1.306231423,0,3.211268578,4.5175
"597",13,"Iceland_a",2004,2,2,15,1,0,0,0,1,0,"High",0,0,0,0.558730769,3.056269231,3.615
"598",13,"Iceland_a",2004,2,2,16,1,0.7,0.1,0.1,0.1,0.64,"Low",2.128993512,0.914680724,0.049906542,0.507270824,0.146648398,3.7475
"599",13,"Iceland_a",2004,2,2,17,1,0.1,0.7,0.1,0.1,0.64,"Low",0.965808784,2.412958717,0.20744703,0.537924549,0.098360921,4.2225
"600",13,"Iceland_a",2004,2,2,18,1,0.1,0.1,0.7,0.1,0.64,"Low",0.982052083,0.912666016,0.843485026,0.34011263,0.184184245,3.2625
"601",13,"Iceland_a",2004,2,2,19,1,0.1,0.1,0.1,0.7,0.64,"Low",1.440036283,1.634822124,0,0.354707965,0.367933628,3.7975
"602",13,"Iceland_a",2004,2,2,20,1,0.25,0.25,0.25,0.25,1,"Low",2.106117304,1.241612723,0.023837209,0.489314562,0.194118201,4.055
"603",13,"Iceland_a",2004,2,2,21,1,0.4,0.4,0.1,0.1,0.88,"Low",1.727585697,0.618701241,0.067182329,0.488108747,0.098421986,3
"604",13,"Iceland_a",2004,2,2,22,1,0.4,0.1,0.4,0.1,0.88,"Low",1.7274391,0.533247065,0.305761175,0.219241384,0.139311277,2.925
"605",13,"Iceland_a",2004,2,2,23,1,0.4,0.1,0.1,0.4,0.88,"Low",1.796554125,0.795062713,0.083785546,0.598921943,0.208175674,3.4825
"606",13,"Iceland_a",2004,2,2,24,1,0.1,0.4,0.4,0.1,0.88,"Low",0.912524412,1.681605915,1.100579827,0.345709207,0.192080638,4.2325
"607",13,"Iceland_a",2004,2,2,25,1,0.1,0.4,0.1,0.4,0.88,"Low",1.025278484,2.106460597,0.073412855,0.58829849,0.266549575,4.06
"608",13,"Iceland_a",2004,2,2,26,1,0.1,0.1,0.4,0.4,0.88,"Low",1.597504855,0.898372179,0.479916513,0.290613512,0.071092942,3.3375
"609",13,"Iceland_a",2004,2,2,27,1,1,0,0,0,0,"Low",0.2325,0,0,0,2.4425,2.675
"610",13,"Iceland_a",2004,2,2,28,1,0,1,0,0,0,"Low",0,3.893479167,0,0,0.304020833,4.1975
"611",13,"Iceland_a",2004,2,2,29,1,0,0,1,0,0,"Low",0,0,0.0925,0,1.7425,1.835
"612",13,"Iceland_a",2004,2,2,30,1,0,0,0,1,0,"Low",0,0,0,0.631739691,2.748260309,3.38
"613",13,"Iceland_a",2004,2,3,31,1,0.7,0.1,0.1,0.1,0.64,"High",1.872900135,0.702721792,0.073249555,0.590336974,0.053291544,3.2925
"614",13,"Iceland_a",2004,2,3,32,1,0.1,0.7,0.1,0.1,0.64,"High",0.512475041,1.047421545,0.118399512,0.449686504,0.199517399,2.3275
"615",13,"Iceland_a",2004,2,3,33,1,0.1,0.1,0.7,0.1,0.64,"High",1.621678957,1.066415486,0.270380024,0.126765175,0.12476036,3.21
"616",13,"Iceland_a",2004,2,3,34,1,0.1,0.1,0.1,0.7,0.64,"High",0.918386974,1.595915826,0.083812961,0.814808715,0.319575526,3.7325
"617",13,"Iceland_a",2004,2,3,35,1,0.25,0.25,0.25,0.25,1,"High",1.357451441,1.612302995,0.328275214,0.566300594,0.070669756,3.935
"618",13,"Iceland_a",2004,2,3,36,1,1,0,0,0,0,"High",1.2475,0,0,0,0.315,1.5625
"619",13,"Iceland_a",2004,2,3,37,1,0,1,0,0,0,"High",0,2.299940653,0,0,0.667559347,2.9675
"620",13,"Iceland_a",2004,2,3,38,1,0,0,1,0,0,"High",0,0,0.535858726,0,1.464141274,2
"621",13,"Iceland_a",2004,2,3,39,1,0,0,0,1,0,"High",0,0,0,0.778988843,2.186011157,2.965
"622",13,"Iceland_a",2004,2,3,40,1,0.7,0.1,0.1,0.1,0.64,"Low",2.350206901,0.736587556,0.066074766,0.388568814,0.096061964,3.6375
"623",13,"Iceland_a",2004,2,3,41,1,0.1,0.7,0.1,0.1,0.64,"Low",0.624451028,0.887229525,0.027840909,0.297618421,0.290360119,2.1275
"624",13,"Iceland_a",2004,2,3,42,1,0.1,0.1,0.7,0.1,0.64,"Low",0.4945015,1.274444763,0.56175053,0.291123394,0.528179813,3.15
"625",13,"Iceland_a",2004,2,3,43,1,0.1,0.1,0.1,0.7,0.64,"Low",0.929968798,1.022349469,0.035571344,0.356197504,0.330912886,2.675
"626",13,"Iceland_a",2004,2,3,44,1,0.25,0.25,0.25,0.25,1,"Low",1.408845402,1.160755252,0.086795175,0.553549274,0.107554896,3.3175
"627",13,"Iceland_a",2004,2,3,45,1,1,0,0,0,0,"Low",2.112783133,0,0,0,0.212216868,2.325
"628",13,"Iceland_a",2004,2,3,46,1,0,1,0,0,0,"Low",0,2.175902527,0,0,0.521597473,2.6975
"629",13,"Iceland_a",2004,2,3,47,1,0,0,1,0,0,"Low",0,0,0.219898374,0,2.197601626,2.4175
"630",13,"Iceland_a",2004,2,3,48,1,0,0,0,1,0,"Low",0,0,0,0.304132124,2.590867876,2.895
"631",13,"Iceland_a",2005,3,2,1,1,0.7,0.1,0.1,0.1,0.64,"High",1.55100289,1.125522859,0.076769049,0.536684708,0.155020494,3.445
"632",13,"Iceland_a",2005,3,2,2,1,0.1,0.7,0.1,0.1,0.64,"High",0.481564717,2.307432713,0.093494617,0.451394972,0.08361298,3.4175
"633",13,"Iceland_a",2005,3,2,3,1,0.1,0.1,0.7,0.1,0.64,"High",1.272495392,1.174578659,0.058475917,0.418888644,0.238061388,3.1625
"634",13,"Iceland_a",2005,3,2,4,1,0.1,0.1,0.1,0.7,0.64,"High",0.863462159,1.49283417,0.014247967,0.702592659,0.291863044,3.365
"635",13,"Iceland_a",2005,3,2,5,1,0.25,0.25,0.25,0.25,1,"High",1.093643646,1.496583263,0.260635568,0.551799776,0.372337746,3.775
"636",13,"Iceland_a",2005,3,2,6,1,0.4,0.4,0.1,0.1,0.88,"High",1.051512894,0.685913008,0.142374591,0.592482046,0.550217459,3.0225
"637",13,"Iceland_a",2005,3,2,7,1,0.4,0.1,0.4,0.1,0.88,"High",1.315635481,1.305282436,0.06125331,0.512563989,0.235264784,3.43
"638",13,"Iceland_a",2005,3,2,8,1,0.4,0.1,0.1,0.4,0.88,"High",2.186764676,1.095355469,0.036922646,0.484753581,0.196203629,4
"639",13,"Iceland_a",2005,3,2,9,1,0.1,0.4,0.4,0.1,0.88,"High",0.447140602,2.11629389,0.21575648,0.593559766,0.162249261,3.535
"640",13,"Iceland_a",2005,3,2,10,1,0.1,0.4,0.1,0.4,0.88,"High",0.796064898,1.350677364,0.010141343,0.812223928,0.135892468,3.105
"641",13,"Iceland_a",2005,3,2,11,1,0.1,0.1,0.4,0.4,0.88,"High",1.094486337,1.743317624,0.058419232,0.57431944,0.171957367,3.6425
"642",13,"Iceland_a",2005,3,2,12,1,1,0,0,0,0,"High",2.737387006,0,0,0,0.597612994,3.335
"643",13,"Iceland_a",2005,3,2,13,1,0,1,0,0,0,"High",0,1.369285714,0,0,0.578214286,1.9475
"644",13,"Iceland_a",2005,3,2,14,1,0,0,1,0,0,"High",0,0,0.45739465,0,3.652605351,4.11
"645",13,"Iceland_a",2005,3,2,15,1,0,0,0,1,0,"High",0,0,0,0.521621552,3.253378448,3.775
"646",13,"Iceland_a",2005,3,2,16,1,0.7,0.1,0.1,0.1,0.64,"Low",1.118441864,1.148850224,0.048997981,0.804019057,0.192190875,3.3125
"647",13,"Iceland_a",2005,3,2,17,1,0.1,0.7,0.1,0.1,0.64,"Low",0.669331795,2.2558,0.01534,0.824866667,0.122161538,3.8875
"648",13,"Iceland_a",2005,3,2,18,1,0.1,0.1,0.7,0.1,0.64,"Low",0.78806751,1.27534397,0.227434895,0.719124844,0.342528782,3.3525
"649",13,"Iceland_a",2005,3,2,19,1,0.1,0.1,0.1,0.7,0.64,"Low",0.574997771,1.471695076,0.017150735,0.764324867,0.439331551,3.2675
"650",13,"Iceland_a",2005,3,2,20,1,0.25,0.25,0.25,0.25,1,"Low",1.214056534,1.783077327,0.015356778,0.610837946,0.304171415,3.9275
"651",13,"Iceland_a",2005,3,2,21,1,0.4,0.4,0.1,0.1,0.88,"Low",1.169444834,1.016586038,0.025590278,0.920105723,0.423273129,3.555
"652",13,"Iceland_a",2005,3,2,22,1,0.4,0.1,0.4,0.1,0.88,"Low",1.407082317,0.90566132,0.172863534,0.723542484,0.130850345,3.34
"653",13,"Iceland_a",2005,3,2,23,1,0.4,0.1,0.1,0.4,0.88,"Low",1.350215284,1.169868281,0.025444573,0.879734987,0.144736876,3.57
"654",13,"Iceland_a",2005,3,2,24,1,0.1,0.4,0.4,0.1,0.88,"Low",0.613025767,2.153247443,0.208927624,0.6830144,0.171784767,3.83
"655",13,"Iceland_a",2005,3,2,25,1,0.1,0.4,0.1,0.4,0.88,"Low",0.878308979,1.999571479,0.044029053,0.812236249,0.06585424,3.8
"656",13,"Iceland_a",2005,3,2,26,1,0.1,0.1,0.4,0.4,0.88,"Low",0.863426525,1.392062202,0.033032099,0.699748535,0.076730642,3.065
"657",13,"Iceland_a",2005,3,2,27,1,1,0,0,0,0,"Low",1.387203704,0,0,0,0.752796296,2.14
"658",13,"Iceland_a",2005,3,2,28,1,0,1,0,0,0,"Low",0,2.915655493,0,0,0.456844507,3.3725
"659",13,"Iceland_a",2005,3,2,29,1,0,0,1,0,0,"Low",0,0,0.015,0,2.58,2.595
"660",13,"Iceland_a",2005,3,2,30,1,0,0,0,1,0,"Low",0,0,0,0.781501842,2.535998158,3.3175
"661",13,"Iceland_a",2005,3,3,31,1,0.7,0.1,0.1,0.1,0.64,"High",0.996443729,1.362071501,0.004524887,1.043826986,0.168132896,3.575
"662",13,"Iceland_a",2005,3,3,32,1,0.1,0.7,0.1,0.1,0.64,"High",0.433398606,1.718980109,0.02594898,1.124540687,0.367131619,3.67
"663",13,"Iceland_a",2005,3,3,33,1,0.1,0.1,0.7,0.1,0.64,"High",0.979609439,1.742699222,0.342000509,0.42669146,0.31399937,3.805
"664",13,"Iceland_a",2005,3,3,34,1,0.1,0.1,0.1,0.7,0.64,"High",0.590762753,1.434874879,0.005439394,1.350295563,0.223627412,3.605
"665",13,"Iceland_a",2005,3,3,35,1,0.25,0.25,0.25,0.25,1,"High",0.956491114,1.744700197,0.125668728,0.958386459,0.199753506,3.985
"666",13,"Iceland_a",2005,3,3,36,1,1,0,0,0,0,"High",0.7940625,0,0,0,0.4734375,1.2675
"667",13,"Iceland_a",2005,3,3,37,1,0,1,0,0,0,"High",0,2.058194746,0,0,0.919305255,2.9775
"668",13,"Iceland_a",2005,3,3,38,1,0,0,1,0,0,"High",0,0,0.528941177,0,2.326058824,2.855
"669",13,"Iceland_a",2005,3,3,39,1,0,0,0,1,0,"High",0,0,0,1.214061149,2.305938851,3.52
"670",13,"Iceland_a",2005,3,3,40,1,0.7,0.1,0.1,0.1,0.64,"Low",1.294536654,1.470446913,0,0.98572372,0.301792713,4.0525
"671",13,"Iceland_a",2005,3,3,41,1,0.1,0.7,0.1,0.1,0.64,"Low",0.552546568,1.355760034,0.011809623,0.880986208,0.428897567,3.23
"672",13,"Iceland_a",2005,3,3,42,1,0.1,0.1,0.7,0.1,0.64,"Low",0.394698799,1.698084936,0.092324355,0.878780746,0.258611164,3.3225
"673",13,"Iceland_a",2005,3,3,43,1,0.1,0.1,0.1,0.7,0.64,"Low",0.599147074,1.324668063,0,1.20244214,0.476242723,3.6025
"674",13,"Iceland_a",2005,3,3,44,1,0.25,0.25,0.25,0.25,1,"Low",0.859864974,1.717727382,0.040576808,0.768704793,0.648126045,4.035
"675",13,"Iceland_a",2005,3,3,45,1,1,0,0,0,0,"Low",1.284115517,0,0,0,1.313384483,2.5975
"676",13,"Iceland_a",2005,3,3,46,1,0,1,0,0,0,"Low",0,2.140422163,0,0,0.764577837,2.905
"677",13,"Iceland_a",2005,3,3,47,1,0,0,1,0,0,"Low",0,0,0.145440476,0.0125,2.152059524,2.31
"678",13,"Iceland_a",2005,3,3,48,1,0,0,0,1,0,"Low",0,0,0,1.124623698,2.545376303,3.67
"679",14,"Iceland_b",2004,1,2,1,1,0.7,0.1,0.1,0.1,0.64,"High",1.88,0.392,0.016,0.288,0.1,2.676
"680",14,"Iceland_b",2004,1,2,2,1,0.1,0.7,0.1,0.1,0.64,"High",0.4935,1.7837,0.032,1.3649,0.0499,3.724
"681",14,"Iceland_b",2004,1,2,3,1,0.1,0.1,0.7,0.1,0.64,"High",1.094681818,0.654886364,0,0.403636364,0.082795455,2.236
"682",14,"Iceland_b",2004,1,2,4,1,0.1,0.1,0.1,0.7,0.64,"High",0.734504348,0.363547826,0,0.618713044,0.391234783,2.108
"683",14,"Iceland_b",2004,1,2,5,1,0.25,0.25,0.25,0.25,1,"High",0.679111111,0.788444444,0,0.739555556,0.208888889,2.416
"684",14,"Iceland_b",2004,1,2,6,1,0.4,0.4,0.1,0.1,0.88,"High",1.066548673,0.536389381,0,0.543893805,0.049168142,2.196
"685",14,"Iceland_b",2004,1,2,7,1,0.4,0.1,0.4,0.1,0.88,"High",1.801666667,0.453833333,0,0.291833333,0.124666667,2.672
"686",14,"Iceland_b",2004,1,2,8,1,0.4,0.1,0.1,0.4,0.88,"High",1.641365854,0.448390244,0,0.965878049,0.136365854,3.192
"687",14,"Iceland_b",2004,1,2,9,1,0.1,0.4,0.4,0.1,0.88,"High",0.886130178,1.039360947,0,0.472852071,0.061656805,2.46
"688",14,"Iceland_b",2004,1,2,10,1,0.1,0.4,0.1,0.4,0.88,"High",0.793108434,0.609012048,0.036,0.648,0.045879518,2.132
"689",14,"Iceland_b",2004,1,2,11,1,0.1,0.1,0.4,0.4,0.88,"High",0.738513762,0.557816514,0.02640367,1.011651376,0.125614679,2.46
"690",14,"Iceland_b",2004,1,2,12,1,1,0,0,0,0,"High",2.5,0,0,0,0.04,2.54
"691",14,"Iceland_b",2004,1,2,13,1,0,1,0,0,0,"High",0,0.796,0,0,0.132,0.928
"692",14,"Iceland_b",2004,1,2,14,1,0,0,1,0,0,"High",0,0,0,0,0.648,0.648
"693",14,"Iceland_b",2004,1,2,15,1,0,0,0,1,0,"High",0,0,0,0.701829457,1.070170543,1.772
"694",14,"Iceland_b",2004,1,2,16,1,0.7,0.1,0.1,0.1,0.64,"Low",2.184,0.3,0,0.228,0.036,2.748
"695",14,"Iceland_b",2004,1,2,17,1,0.1,0.7,0.1,0.1,0.64,"Low",0.22,0.644,0,0.448,0.02,1.332
